t,MV,PV,DV
3.100000000000000000e+01,7.000000000000000000e+01,6.537000000000000455e+01,5.000000000000000000e+01
3.200000000000000000e+01,7.000000000000000000e+01,6.543999999999999773e+01,5.000000000000000000e+01
3.300000000000000000e+01,7.000000000000000000e+01,6.568999999999999773e+01,5.000000000000000000e+01
3.400000000000000000e+01,7.000000000000000000e+01,6.576000000000000512e+01,5.000000000000000000e+01
3.500000000000000000e+01,7.000000000000000000e+01,6.601999999999999602e+01,5.000000000000000000e+01
3.600000000000000000e+01,7.000000000000000000e+01,6.604999999999999716e+01,5.000000000000000000e+01
3.700000000000000000e+01,7.000000000000000000e+01,6.634000000000000341e+01,5.000000000000000000e+01
3.800000000000000000e+01,7.000000000000000000e+01,6.646999999999999886e+01,5.000000000000000000e+01
3.900000000000000000e+01,7.000000000000000000e+01,6.665999999999999659e+01,5.000000000000000000e+01
4.000000000000000000e+01,7.000000000000000000e+01,6.698000000000000398e+01,5.000000000000000000e+01
4.100000000000000000e+01,7.000000000000000000e+01,6.698000000000000398e+01,5.000000000000000000e+01
4.200000000000000000e+01,7.000000000000000000e+01,6.729999999999999716e+01,5.000000000000000000e+01
4.300000000000000000e+01,7.000000000000000000e+01,6.743000000000000682e+01,5.000000000000000000e+01
4.400000000000000000e+01,7.000000000000000000e+01,6.762999999999999545e+01,5.000000000000000000e+01
4.500000000000000000e+01,7.000000000000000000e+01,6.765999999999999659e+01,5.000000000000000000e+01
4.600000000000000000e+01,7.000000000000000000e+01,6.795000000000000284e+01,5.000000000000000000e+01
4.700000000000000000e+01,7.000000000000000000e+01,6.804999999999999716e+01,5.000000000000000000e+01
4.800000000000000000e+01,7.000000000000000000e+01,6.826999999999999602e+01,5.000000000000000000e+01
4.900000000000000000e+01,7.000000000000000000e+01,6.829999999999999716e+01,5.000000000000000000e+01
5.000000000000000000e+01,7.000000000000000000e+01,6.859000000000000341e+01,5.000000000000000000e+01
5.100000000000000000e+01,7.000000000000000000e+01,6.859000000000000341e+01,5.000000000000000000e+01
5.200000000000000000e+01,7.000000000000000000e+01,6.892000000000000171e+01,5.000000000000000000e+01
5.300000000000000000e+01,7.000000000000000000e+01,6.901000000000000512e+01,5.000000000000000000e+01
5.400000000000000000e+01,7.000000000000000000e+01,6.923999999999999488e+01,5.000000000000000000e+01
5.500000000000000000e+01,7.000000000000000000e+01,6.926999999999999602e+01,5.000000000000000000e+01
5.600000000000000000e+01,7.000000000000000000e+01,6.953000000000000114e+01,5.000000000000000000e+01
5.700000000000000000e+01,7.000000000000000000e+01,6.956000000000000227e+01,5.000000000000000000e+01
5.800000000000000000e+01,7.000000000000000000e+01,6.987999999999999545e+01,5.000000000000000000e+01
5.900000000000000000e+01,7.000000000000000000e+01,6.987999999999999545e+01,5.000000000000000000e+01
6.000000000000000000e+01,7.000000000000000000e+01,7.010999999999999943e+01,5.000000000000000000e+01
6.100000000000000000e+01,7.000000000000000000e+01,7.020999999999999375e+01,5.000000000000000000e+01
6.200000000000000000e+01,7.000000000000000000e+01,7.023999999999999488e+01,5.000000000000000000e+01
6.300000000000000000e+01,7.000000000000000000e+01,7.053000000000000114e+01,5.000000000000000000e+01
6.400000000000000000e+01,7.000000000000000000e+01,7.062000000000000455e+01,5.000000000000000000e+01
6.500000000000000000e+01,7.000000000000000000e+01,7.084999999999999432e+01,5.000000000000000000e+01
6.600000000000000000e+01,7.000000000000000000e+01,7.084999999999999432e+01,5.000000000000000000e+01
6.700000000000000000e+01,7.000000000000000000e+01,7.098000000000000398e+01,5.000000000000000000e+01
6.800000000000000000e+01,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
6.900000000000000000e+01,7.000000000000000000e+01,7.117000000000000171e+01,5.000000000000000000e+01
7.000000000000000000e+01,7.000000000000000000e+01,7.145999999999999375e+01,5.000000000000000000e+01
7.100000000000000000e+01,7.000000000000000000e+01,7.148999999999999488e+01,5.000000000000000000e+01
7.200000000000000000e+01,7.000000000000000000e+01,7.181999999999999318e+01,5.000000000000000000e+01
7.300000000000000000e+01,7.000000000000000000e+01,7.181999999999999318e+01,5.000000000000000000e+01
7.400000000000000000e+01,7.000000000000000000e+01,7.214000000000000057e+01,5.000000000000000000e+01
7.500000000000000000e+01,7.000000000000000000e+01,7.220000000000000284e+01,5.000000000000000000e+01
7.600000000000000000e+01,7.000000000000000000e+01,7.245999999999999375e+01,5.000000000000000000e+01
7.700000000000000000e+01,7.000000000000000000e+01,7.271999999999999886e+01,5.000000000000000000e+01
7.800000000000000000e+01,7.000000000000000000e+01,7.278000000000000114e+01,5.000000000000000000e+01
7.900000000000000000e+01,7.000000000000000000e+01,7.310999999999999943e+01,5.000000000000000000e+01
8.000000000000000000e+01,7.000000000000000000e+01,7.310999999999999943e+01,5.000000000000000000e+01
8.100000000000000000e+01,7.000000000000000000e+01,7.317000000000000171e+01,5.000000000000000000e+01
8.200000000000000000e+01,7.000000000000000000e+01,7.340000000000000568e+01,5.000000000000000000e+01
8.300000000000000000e+01,7.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
8.400000000000000000e+01,7.000000000000000000e+01,7.343000000000000682e+01,5.000000000000000000e+01
8.500000000000000000e+01,7.000000000000000000e+01,7.345999999999999375e+01,5.000000000000000000e+01
8.600000000000000000e+01,7.000000000000000000e+01,7.368999999999999773e+01,5.000000000000000000e+01
8.700000000000000000e+01,7.000000000000000000e+01,7.375000000000000000e+01,5.000000000000000000e+01
8.800000000000000000e+01,7.000000000000000000e+01,7.381000000000000227e+01,5.000000000000000000e+01
8.900000000000000000e+01,7.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
9.000000000000000000e+01,7.000000000000000000e+01,7.406999999999999318e+01,5.000000000000000000e+01
9.100000000000000000e+01,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
9.200000000000000000e+01,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
9.300000000000000000e+01,7.000000000000000000e+01,7.439000000000000057e+01,5.000000000000000000e+01
9.400000000000000000e+01,7.000000000000000000e+01,7.459000000000000341e+01,5.000000000000000000e+01
9.500000000000000000e+01,7.000000000000000000e+01,7.468000000000000682e+01,5.000000000000000000e+01
9.600000000000000000e+01,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
9.700000000000000000e+01,7.000000000000000000e+01,7.471999999999999886e+01,5.000000000000000000e+01
9.800000000000000000e+01,7.000000000000000000e+01,7.501000000000000512e+01,5.000000000000000000e+01
9.900000000000000000e+01,7.000000000000000000e+01,7.504000000000000625e+01,5.000000000000000000e+01
1.000000000000000000e+02,7.000000000000000000e+01,7.514000000000000057e+01,5.000000000000000000e+01
1.010000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
1.020000000000000000e+02,7.000000000000000000e+01,7.535999999999999943e+01,5.000000000000000000e+01
1.030000000000000000e+02,7.000000000000000000e+01,7.568000000000000682e+01,5.000000000000000000e+01
1.040000000000000000e+02,7.000000000000000000e+01,7.568000000000000682e+01,5.000000000000000000e+01
1.050000000000000000e+02,7.000000000000000000e+01,7.568000000000000682e+01,5.000000000000000000e+01
1.060000000000000000e+02,7.000000000000000000e+01,7.578000000000000114e+01,5.000000000000000000e+01
1.070000000000000000e+02,7.000000000000000000e+01,7.590999999999999659e+01,5.000000000000000000e+01
1.080000000000000000e+02,7.000000000000000000e+01,7.604000000000000625e+01,5.000000000000000000e+01
1.090000000000000000e+02,7.000000000000000000e+01,7.601000000000000512e+01,5.000000000000000000e+01
1.100000000000000000e+02,7.000000000000000000e+01,7.612999999999999545e+01,5.000000000000000000e+01
1.110000000000000000e+02,7.000000000000000000e+01,7.632999999999999829e+01,5.000000000000000000e+01
1.120000000000000000e+02,7.000000000000000000e+01,7.635999999999999943e+01,5.000000000000000000e+01
1.130000000000000000e+02,7.000000000000000000e+01,7.645999999999999375e+01,5.000000000000000000e+01
1.140000000000000000e+02,7.000000000000000000e+01,7.659000000000000341e+01,5.000000000000000000e+01
1.150000000000000000e+02,7.000000000000000000e+01,7.665000000000000568e+01,5.000000000000000000e+01
1.160000000000000000e+02,7.000000000000000000e+01,7.665000000000000568e+01,5.000000000000000000e+01
1.170000000000000000e+02,7.000000000000000000e+01,7.670999999999999375e+01,5.000000000000000000e+01
1.180000000000000000e+02,7.000000000000000000e+01,7.687999999999999545e+01,5.000000000000000000e+01
1.190000000000000000e+02,7.000000000000000000e+01,7.696999999999999886e+01,5.000000000000000000e+01
1.200000000000000000e+02,7.000000000000000000e+01,7.696999999999999886e+01,5.000000000000000000e+01
1.210000000000000000e+02,7.000000000000000000e+01,7.700000000000000000e+01,5.000000000000000000e+01
1.220000000000000000e+02,7.000000000000000000e+01,7.712999999999999545e+01,5.000000000000000000e+01
1.230000000000000000e+02,7.000000000000000000e+01,7.729000000000000625e+01,5.000000000000000000e+01
1.240000000000000000e+02,7.000000000000000000e+01,7.729000000000000625e+01,5.000000000000000000e+01
1.250000000000000000e+02,7.000000000000000000e+01,7.735999999999999943e+01,5.000000000000000000e+01
1.260000000000000000e+02,7.000000000000000000e+01,7.762000000000000455e+01,5.000000000000000000e+01
1.270000000000000000e+02,7.000000000000000000e+01,7.762000000000000455e+01,5.000000000000000000e+01
1.280000000000000000e+02,7.000000000000000000e+01,7.765000000000000568e+01,5.000000000000000000e+01
1.290000000000000000e+02,7.000000000000000000e+01,7.762000000000000455e+01,5.000000000000000000e+01
1.300000000000000000e+02,7.000000000000000000e+01,7.765000000000000568e+01,5.000000000000000000e+01
1.310000000000000000e+02,7.000000000000000000e+01,7.768000000000000682e+01,5.000000000000000000e+01
1.320000000000000000e+02,7.000000000000000000e+01,7.790999999999999659e+01,5.000000000000000000e+01
1.330000000000000000e+02,7.000000000000000000e+01,7.793999999999999773e+01,5.000000000000000000e+01
1.340000000000000000e+02,7.000000000000000000e+01,7.793999999999999773e+01,5.000000000000000000e+01
1.350000000000000000e+02,7.000000000000000000e+01,7.796999999999999886e+01,5.000000000000000000e+01
1.360000000000000000e+02,7.000000000000000000e+01,7.796999999999999886e+01,5.000000000000000000e+01
1.370000000000000000e+02,7.000000000000000000e+01,7.806999999999999318e+01,5.000000000000000000e+01
1.380000000000000000e+02,7.000000000000000000e+01,7.826000000000000512e+01,5.000000000000000000e+01
1.390000000000000000e+02,7.000000000000000000e+01,7.826000000000000512e+01,5.000000000000000000e+01
1.400000000000000000e+02,7.000000000000000000e+01,7.826000000000000512e+01,5.000000000000000000e+01
1.410000000000000000e+02,7.000000000000000000e+01,7.839000000000000057e+01,5.000000000000000000e+01
1.420000000000000000e+02,7.000000000000000000e+01,7.854999999999999716e+01,5.000000000000000000e+01
1.430000000000000000e+02,7.000000000000000000e+01,7.857999999999999829e+01,5.000000000000000000e+01
1.440000000000000000e+02,7.000000000000000000e+01,7.857999999999999829e+01,5.000000000000000000e+01
1.450000000000000000e+02,7.000000000000000000e+01,7.870999999999999375e+01,5.000000000000000000e+01
1.460000000000000000e+02,7.000000000000000000e+01,7.881000000000000227e+01,5.000000000000000000e+01
1.470000000000000000e+02,7.000000000000000000e+01,7.890999999999999659e+01,5.000000000000000000e+01
1.480000000000000000e+02,7.000000000000000000e+01,7.890999999999999659e+01,5.000000000000000000e+01
1.490000000000000000e+02,7.000000000000000000e+01,7.900000000000000000e+01,5.000000000000000000e+01
1.500000000000000000e+02,7.000000000000000000e+01,7.920000000000000284e+01,5.000000000000000000e+01
1.510000000000000000e+02,7.000000000000000000e+01,7.923000000000000398e+01,5.000000000000000000e+01
1.520000000000000000e+02,7.000000000000000000e+01,7.929000000000000625e+01,5.000000000000000000e+01
1.530000000000000000e+02,7.000000000000000000e+01,7.945000000000000284e+01,5.000000000000000000e+01
1.540000000000000000e+02,7.000000000000000000e+01,7.951999999999999602e+01,5.000000000000000000e+01
1.550000000000000000e+02,7.000000000000000000e+01,7.954999999999999716e+01,5.000000000000000000e+01
1.560000000000000000e+02,7.000000000000000000e+01,7.954999999999999716e+01,5.000000000000000000e+01
1.570000000000000000e+02,7.000000000000000000e+01,7.954999999999999716e+01,5.000000000000000000e+01
1.580000000000000000e+02,7.000000000000000000e+01,7.954999999999999716e+01,5.000000000000000000e+01
1.590000000000000000e+02,7.000000000000000000e+01,7.954999999999999716e+01,5.000000000000000000e+01
1.600000000000000000e+02,7.000000000000000000e+01,7.962000000000000455e+01,5.000000000000000000e+01
1.610000000000000000e+02,7.000000000000000000e+01,7.970999999999999375e+01,5.000000000000000000e+01
1.620000000000000000e+02,7.000000000000000000e+01,7.968000000000000682e+01,5.000000000000000000e+01
1.630000000000000000e+02,7.000000000000000000e+01,7.987000000000000455e+01,5.000000000000000000e+01
1.640000000000000000e+02,7.000000000000000000e+01,7.987000000000000455e+01,5.000000000000000000e+01
1.650000000000000000e+02,7.000000000000000000e+01,7.990999999999999659e+01,5.000000000000000000e+01
1.660000000000000000e+02,7.000000000000000000e+01,7.987000000000000455e+01,5.000000000000000000e+01
1.670000000000000000e+02,7.000000000000000000e+01,8.006999999999999318e+01,5.000000000000000000e+01
1.680000000000000000e+02,7.000000000000000000e+01,8.015999999999999659e+01,5.000000000000000000e+01
1.690000000000000000e+02,7.000000000000000000e+01,8.015999999999999659e+01,5.000000000000000000e+01
1.700000000000000000e+02,7.000000000000000000e+01,8.020000000000000284e+01,5.000000000000000000e+01
1.710000000000000000e+02,7.000000000000000000e+01,8.020000000000000284e+01,5.000000000000000000e+01
1.720000000000000000e+02,7.000000000000000000e+01,8.020000000000000284e+01,5.000000000000000000e+01
1.730000000000000000e+02,7.000000000000000000e+01,8.020000000000000284e+01,5.000000000000000000e+01
1.740000000000000000e+02,7.000000000000000000e+01,8.023000000000000398e+01,5.000000000000000000e+01
1.750000000000000000e+02,7.000000000000000000e+01,8.031999999999999318e+01,5.000000000000000000e+01
1.760000000000000000e+02,7.000000000000000000e+01,8.031999999999999318e+01,5.000000000000000000e+01
1.770000000000000000e+02,7.000000000000000000e+01,8.045000000000000284e+01,5.000000000000000000e+01
1.780000000000000000e+02,7.000000000000000000e+01,8.051999999999999602e+01,5.000000000000000000e+01
1.790000000000000000e+02,7.000000000000000000e+01,8.065000000000000568e+01,5.000000000000000000e+01
1.800000000000000000e+02,7.000000000000000000e+01,8.065000000000000568e+01,5.000000000000000000e+01
1.810000000000000000e+02,7.000000000000000000e+01,8.065000000000000568e+01,5.000000000000000000e+01
1.820000000000000000e+02,7.000000000000000000e+01,8.081000000000000227e+01,5.000000000000000000e+01
1.830000000000000000e+02,7.000000000000000000e+01,8.084000000000000341e+01,5.000000000000000000e+01
1.840000000000000000e+02,7.000000000000000000e+01,8.084000000000000341e+01,5.000000000000000000e+01
1.850000000000000000e+02,7.000000000000000000e+01,8.084000000000000341e+01,5.000000000000000000e+01
1.860000000000000000e+02,7.000000000000000000e+01,8.084000000000000341e+01,5.000000000000000000e+01
1.870000000000000000e+02,7.000000000000000000e+01,8.084000000000000341e+01,5.000000000000000000e+01
1.880000000000000000e+02,7.000000000000000000e+01,8.084000000000000341e+01,5.000000000000000000e+01
1.890000000000000000e+02,7.000000000000000000e+01,8.087000000000000455e+01,5.000000000000000000e+01
1.900000000000000000e+02,7.000000000000000000e+01,8.093999999999999773e+01,5.000000000000000000e+01
1.910000000000000000e+02,7.000000000000000000e+01,8.087000000000000455e+01,5.000000000000000000e+01
1.920000000000000000e+02,7.000000000000000000e+01,8.109999999999999432e+01,5.000000000000000000e+01
1.930000000000000000e+02,7.000000000000000000e+01,8.112999999999999545e+01,5.000000000000000000e+01
1.940000000000000000e+02,7.000000000000000000e+01,8.115999999999999659e+01,5.000000000000000000e+01
1.950000000000000000e+02,7.000000000000000000e+01,8.118999999999999773e+01,5.000000000000000000e+01
1.960000000000000000e+02,7.000000000000000000e+01,8.129000000000000625e+01,5.000000000000000000e+01
1.970000000000000000e+02,7.000000000000000000e+01,8.145000000000000284e+01,5.000000000000000000e+01
1.980000000000000000e+02,7.000000000000000000e+01,8.145000000000000284e+01,5.000000000000000000e+01
1.990000000000000000e+02,7.000000000000000000e+01,8.148000000000000398e+01,5.000000000000000000e+01
2.000000000000000000e+02,7.000000000000000000e+01,8.151999999999999602e+01,5.000000000000000000e+01
2.010000000000000000e+02,7.000000000000000000e+01,8.168000000000000682e+01,5.000000000000000000e+01
2.020000000000000000e+02,7.000000000000000000e+01,8.181000000000000227e+01,5.000000000000000000e+01
2.030000000000000000e+02,7.000000000000000000e+01,8.181000000000000227e+01,5.000000000000000000e+01
2.040000000000000000e+02,7.000000000000000000e+01,8.181000000000000227e+01,5.000000000000000000e+01
2.050000000000000000e+02,7.000000000000000000e+01,8.181000000000000227e+01,5.000000000000000000e+01
2.060000000000000000e+02,7.000000000000000000e+01,8.181000000000000227e+01,5.000000000000000000e+01
2.070000000000000000e+02,7.000000000000000000e+01,8.181000000000000227e+01,5.000000000000000000e+01
2.080000000000000000e+02,7.000000000000000000e+01,8.184000000000000341e+01,5.000000000000000000e+01
2.090000000000000000e+02,7.000000000000000000e+01,8.187000000000000455e+01,5.000000000000000000e+01
2.100000000000000000e+02,7.000000000000000000e+01,8.187000000000000455e+01,5.000000000000000000e+01
2.110000000000000000e+02,7.000000000000000000e+01,8.212999999999999545e+01,5.000000000000000000e+01
2.120000000000000000e+02,7.000000000000000000e+01,8.209999999999999432e+01,5.000000000000000000e+01
2.130000000000000000e+02,7.000000000000000000e+01,8.209999999999999432e+01,5.000000000000000000e+01
2.140000000000000000e+02,7.000000000000000000e+01,8.212999999999999545e+01,5.000000000000000000e+01
2.150000000000000000e+02,7.000000000000000000e+01,8.212999999999999545e+01,5.000000000000000000e+01
2.160000000000000000e+02,7.000000000000000000e+01,8.209999999999999432e+01,5.000000000000000000e+01
2.170000000000000000e+02,7.000000000000000000e+01,8.212999999999999545e+01,5.000000000000000000e+01
2.180000000000000000e+02,7.000000000000000000e+01,8.212999999999999545e+01,5.000000000000000000e+01
2.190000000000000000e+02,7.000000000000000000e+01,8.212999999999999545e+01,5.000000000000000000e+01
2.200000000000000000e+02,7.000000000000000000e+01,8.215999999999999659e+01,5.000000000000000000e+01
2.210000000000000000e+02,7.000000000000000000e+01,8.223000000000000398e+01,5.000000000000000000e+01
2.220000000000000000e+02,7.000000000000000000e+01,8.218999999999999773e+01,5.000000000000000000e+01
2.230000000000000000e+02,7.000000000000000000e+01,8.226000000000000512e+01,5.000000000000000000e+01
2.240000000000000000e+02,7.000000000000000000e+01,8.223000000000000398e+01,5.000000000000000000e+01
2.250000000000000000e+02,7.000000000000000000e+01,8.226000000000000512e+01,5.000000000000000000e+01
2.260000000000000000e+02,7.000000000000000000e+01,8.239000000000000057e+01,5.000000000000000000e+01
2.270000000000000000e+02,7.000000000000000000e+01,8.239000000000000057e+01,5.000000000000000000e+01
2.280000000000000000e+02,7.000000000000000000e+01,8.242000000000000171e+01,5.000000000000000000e+01
2.290000000000000000e+02,7.000000000000000000e+01,8.245000000000000284e+01,5.000000000000000000e+01
2.300000000000000000e+02,7.000000000000000000e+01,8.245000000000000284e+01,5.000000000000000000e+01
2.310000000000000000e+02,7.000000000000000000e+01,8.245000000000000284e+01,5.000000000000000000e+01
2.320000000000000000e+02,7.000000000000000000e+01,8.245000000000000284e+01,5.000000000000000000e+01
2.330000000000000000e+02,7.000000000000000000e+01,8.245000000000000284e+01,5.000000000000000000e+01
2.340000000000000000e+02,7.000000000000000000e+01,8.273999999999999488e+01,5.000000000000000000e+01
2.350000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.360000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.370000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.380000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.390000000000000000e+02,7.000000000000000000e+01,8.284000000000000341e+01,5.000000000000000000e+01
2.400000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.410000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.420000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.430000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.440000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.450000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.460000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.470000000000000000e+02,7.000000000000000000e+01,8.276999999999999602e+01,5.000000000000000000e+01
2.480000000000000000e+02,7.000000000000000000e+01,8.284000000000000341e+01,5.000000000000000000e+01
2.490000000000000000e+02,7.000000000000000000e+01,8.303000000000000114e+01,5.000000000000000000e+01
2.500000000000000000e+02,7.000000000000000000e+01,8.303000000000000114e+01,5.000000000000000000e+01
2.510000000000000000e+02,7.000000000000000000e+01,8.309999999999999432e+01,5.000000000000000000e+01
2.520000000000000000e+02,7.000000000000000000e+01,8.309999999999999432e+01,5.000000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01,8.329000000000000625e+01,5.000000000000000000e+01
2.540000000000000000e+02,7.000000000000000000e+01,8.334999999999999432e+01,5.000000000000000000e+01
2.550000000000000000e+02,7.000000000000000000e+01,8.342000000000000171e+01,5.000000000000000000e+01
2.560000000000000000e+02,7.000000000000000000e+01,8.342000000000000171e+01,5.000000000000000000e+01
2.570000000000000000e+02,7.000000000000000000e+01,8.342000000000000171e+01,5.000000000000000000e+01
2.580000000000000000e+02,7.000000000000000000e+01,8.342000000000000171e+01,5.000000000000000000e+01
2.590000000000000000e+02,7.000000000000000000e+01,8.345000000000000284e+01,5.000000000000000000e+01
2.600000000000000000e+02,7.000000000000000000e+01,8.342000000000000171e+01,5.000000000000000000e+01
2.610000000000000000e+02,7.000000000000000000e+01,8.345000000000000284e+01,5.000000000000000000e+01
2.620000000000000000e+02,7.000000000000000000e+01,8.342000000000000171e+01,5.000000000000000000e+01
2.630000000000000000e+02,7.000000000000000000e+01,8.357999999999999829e+01,5.000000000000000000e+01
2.640000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.650000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.660000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.670000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.680000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.690000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.700000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.710000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.720000000000000000e+02,7.000000000000000000e+01,8.373999999999999488e+01,5.000000000000000000e+01
2.730000000000000000e+02,7.000000000000000000e+01,8.379999999999999716e+01,5.000000000000000000e+01
2.740000000000000000e+02,7.000000000000000000e+01,8.390000000000000568e+01,5.000000000000000000e+01
2.750000000000000000e+02,7.000000000000000000e+01,8.396999999999999886e+01,5.000000000000000000e+01
2.760000000000000000e+02,7.000000000000000000e+01,8.396999999999999886e+01,5.000000000000000000e+01
2.770000000000000000e+02,7.000000000000000000e+01,8.403000000000000114e+01,5.000000000000000000e+01
2.780000000000000000e+02,7.000000000000000000e+01,8.406000000000000227e+01,5.000000000000000000e+01
2.790000000000000000e+02,7.000000000000000000e+01,8.406000000000000227e+01,5.000000000000000000e+01
2.800000000000000000e+02,7.000000000000000000e+01,8.421999999999999886e+01,5.000000000000000000e+01
2.810000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.820000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.830000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.840000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.850000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.860000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.870000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.880000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.890000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
2.900000000000000000e+02,7.000000000000000000e+01,8.437999999999999545e+01,5.000000000000000000e+01
